SNo,Country,Confirmed,Deaths,Recovered
3882,US,4,0,0
3889,US,3,0,0
3890,US,3,0,0
3891,US,3,0,0
3892,US,3,0,0
3893,US,3,0,1
3894,US,3,0,0
3895,US,3,0,0
3896,US,3,0,0
3897,US,3,0,1
3898,US,3,0,1
3899,US,3,0,0
3904,US,2,0,0
3905,US,2,0,0
3906,US,2,0,0
3907,US,2,0,0
3908,US,2,0,0
3909,US,2,0,0
3910,US,2,0,0
3911,US,2,0,0
3912,US,2,0,0
3913,US,2,0,0
3914,US,2,0,0
3915,US,2,0,0
3916,US,2,0,0
3917,US,2,0,0
3918,US,2,0,0
3919,US,2,0,0
3938,Mainland China,1,0,1
3949,US,1,0,0
3950,US,1,0,0
3951,US,1,0,0
3952,US,1,0,0
3953,US,1,0,0
3954,US,1,0,0
3955,US,1,0,0
3956,US,1,0,0
3957,US,1,0,0
3958,US,1,0,0
3959,US,1,0,0
3960,US,1,0,0
3961,US,1,0,0
3962,US,1,0,0
3963,US,1,0,0
3964,US,1,0,0
3965,US,1,0,0
3966,US,1,0,0
3967,US,1,0,1
3968,US,1,0,0
3969,US,1,0,0
3970,US,1,0,0
3971,US,1,0,0
3972,US,1,0,0
3973,US,1,0,0
3974,US,1,0,0
3975,US,1,0,0
3976,US,1,0,0
3977,US,1,0,0
3978,US,1,0,0
3979,US,1,0,0
3980,US,1,0,0
3981,US,1,0,0
3982,US,1,0,0
3983,US,1,0,0
3984,US,1,0,0
3989,US,0,0,0
3990,US,0,0,0
3991,US,0,0,0
3992,US,0,0,0
3993,Mainland China,67707,2986,45235
3995,South Korea,7314,50,118
3997,Mainland China,1352,7,1256
3998,Mainland China,1272,22,1247
3999,Mainland China,1215,1,1161
4002,Mainland China,1018,4,968
4003,Mainland China,990,6,984
4004,Mainland China,935,1,919
4005,Mainland China,758,6,642
4008,Mainland China,631,0,612
4009,Mainland China,576,6,527
4010,Mainland China,539,3,464
4012,Mainland China,481,13,412
4013,Mainland China,428,8,308
4014,Mainland China,342,3,314
4016,Mainland China,318,6,307
4017,Mainland China,296,1,295
4020,Mainland China,252,2,223
4021,Mainland China,245,1,227
4025,Mainland China,174,2,170
4026,Mainland China,168,6,159
4028,Mainland China,146,2,117
4029,Mainland China,136,3,128
4030,Mainland China,133,0,126
4031,Mainland China,125,1,109
4032,Mainland China,124,2,87
4036,Mainland China,93,1,90
4038,US,83,17,1
4039,US,83,0,0
4040,Mainland China,76,3,73
4041,Mainland China,75,1,70
4042,Mainland China,75,0,71
4050,US,45,0,0
4055,US,38,0,1
4068,US,21,0,0
4072,Mainland China,18,0,18
4080,US,14,0,0
4084,US,12,0,0
4085,US,12,0,0
4093,US,9,0,0
4095,US,8,0,1
4096,US,8,0,0
4100,US,7,0,2
4101,US,7,0,0
4106,US,6,0,0
4107,US,6,0,0
4112,US,5,0,0
4113,US,5,0,0
4114,US,5,1,0
4115,US,5,0,0
4121,US,4,0,0
4122,US,4,0,0
4123,US,4,0,0
4124,US,4,0,0
4125,US,4,0,0
4136,US,3,0,0
4137,US,3,0,0
4138,US,3,0,1
4139,US,3,0,0
4140,US,3,0,0
4141,US,3,0,1
4150,US,2,0,0
4151,US,2,0,0
4152,US,2,0,0
4153,US,2,0,0
4154,US,2,0,0
4155,US,2,0,0
4156,US,2,0,0
4157,US,2,1,0
4158,US,2,0,0
4159,US,2,0,0
4160,US,2,0,0
4161,US,2,0,0
4162,US,2,0,0
4163,US,2,0,0
4164,US,2,0,0
4165,US,2,0,0
4166,US,2,0,0
4167,US,2,0,0
4178,Mainland China,1,0,1
4187,US,1,0,0
4188,US,1,0,0
4189,US,1,0,0
4190,US,1,0,0
4191,US,1,0,0
4192,US,1,0,0
4193,US,1,0,0
4194,US,1,0,0
4195,US,1,0,0
4196,US,1,0,0
4197,US,1,0,0
4198,US,1,0,0
4199,US,1,0,0
4200,US,1,0,0
4201,US,1,0,0
4202,US,1,0,0
4203,US,1,0,0
4204,US,1,0,0
4205,US,1,0,0
4206,US,1,0,0
4207,US,1,0,0
4208,US,1,0,0
4209,US,1,0,0
4210,US,1,0,0
4211,US,1,0,0
4212,US,1,0,0
4213,US,1,0,1
4214,US,1,0,0
4215,US,1,0,0
4216,US,1,0,0
4217,US,1,0,0
4218,US,1,0,0
4219,US,1,0,0
4220,US,1,0,0
4221,US,1,0,0
4222,US,1,0,0
4223,US,1,1,0
4224,US,1,0,0
4225,US,1,0,0
4226,US,1,0,0
4227,US,1,0,0
4228,US,1,0,0
4229,US,1,0,0
4230,US,1,0,0
4231,US,1,0,0
4232,US,1,0,0
4233,US,1,0,0
4234,US,1,0,0
4235,US,1,0,0
4236,US,1,0,0
4237,US,1,0,0
4238,US,1,0,0
4239,US,1,0,0
4244,US,0,0,0
4245,US,0,0,0
4246,US,0,0,0
4247,US,0,0,0
4248,Mainland China,67743,3008,46488
4250,South Korea,7478,53,118
4252,Mainland China,1352,8,1260
4253,Mainland China,1272,22,1247
4254,Mainland China,1215,1,1176
4258,Mainland China,1018,4,979
4259,Mainland China,990,6,984
4260,Mainland China,935,1,923
4261,Mainland China,758,6,700
4263,Mainland China,631,0,621
4264,Mainland China,576,6,542
4265,Mainland China,539,3,466
4267,Mainland China,481,13,430
4268,Mainland China,428,8,315
4270,Mainland China,342,3,315
4273,Mainland China,318,6,307
4274,Mainland China,296,1,295
4275,Mainland China,252,2,230
4277,Mainland China,245,1,227
4280,Mainland China,174,2,170
4281,Mainland China,168,6,159
4283,Mainland China,146,2,123
4284,Mainland China,136,3,130
4285,Mainland China,133,0,127
4287,Mainland China,125,1,109
4288,Mainland China,124,2,88
4291,US,98,0,0
4295,US,83,17,1
4296,Mainland China,76,3,73
4297,Mainland China,75,1,70
4298,Mainland China,75,0,71
4307,US,45,0,0
4311,US,38,0,1
4317,US,31,1,0
4324,US,21,0,0
4328,US,19,0,0
4329,Mainland China,18,0,18
4332,US,17,0,0
4342,US,14,0,0
4345,US,12,0,0
4351,US,9,0,0
4353,US,8,0,1
4354,US,8,0,0
4359,US,7,0,2
4360,US,7,0,0
4361,US,7,1,0
4365,US,6,0,0
4366,US,6,0,0
4367,US,6,0,0
4371,US,5,0,0
4372,US,5,0,0
4373,US,5,0,0
4379,US,4,0,0
4380,US,4,0,0
4381,US,4,0,0
4382,US,4,0,0
4383,US,4,0,0
4384,US,4,0,0
4385,US,4,0,0
4394,US,3,0,0
4395,US,3,0,0
4396,US,3,0,0
4397,US,3,0,0
4398,US,3,0,0
4399,US,3,0,1
4400,US,3,0,0
4401,US,3,0,1
4402,US,3,0,0
4414,US,2,0,0
4415,US,2,0,0
4416,US,2,0,0
4417,US,2,0,0
4418,US,2,0,0
4419,US,2,0,0
4420,US,2,0,0
4421,US,2,0,0
4422,US,2,0,0
4423,US,2,1,0
4424,US,2,0,0
4425,US,2,0,0
4426,US,2,0,0
4427,US,2,0,0
4428,US,2,0,0
4429,US,2,0,0
4430,US,2,0,0
4431,US,2,0,0
4432,US,2,0,0
4442,Mainland China,1,0,1
4451,US,1,0,0
4452,US,1,0,0
4453,US,1,0,0
4454,US,1,0,0
4455,US,1,0,0
4456,US,1,0,0
4457,US,1,0,0
4458,US,1,0,0
4459,US,1,0,0
4460,US,1,0,0
4461,US,1,0,0
4462,US,1,0,0
4463,US,1,0,0
4464,US,1,0,0
4465,US,1,0,0
4466,US,1,0,0
4467,US,1,0,0
4468,US,1,1,0
4469,US,1,0,0
4470,US,1,0,0
4471,US,1,0,0
4472,US,1,0,0
4473,US,1,0,0
4474,US,1,0,0
4475,US,1,0,0
4476,US,1,0,0
4477,US,1,0,0
4478,US,1,0,0
4479,US,1,0,1
4480,US,1,0,0
4481,US,1,0,0
4482,US,1,0,0
4483,US,1,0,0
4484,US,1,0,0
4485,US,1,0,0
4486,US,1,0,0
4487,US,1,0,0
4488,US,1,0,0
4489,US,1,1,0
4490,US,1,0,0
4491,US,1,0,0
4492,US,1,0,0
4493,US,1,0,0
4494,US,1,0,0
4495,US,1,0,0
4496,US,1,0,0
4497,US,1,0,0
4498,US,1,0,0
4499,US,1,0,0
4500,US,1,0,0
4501,US,1,0,0
4502,US,1,0,0
4503,US,1,0,0
4504,US,1,0,0
4505,US,1,0,0
4510,US,0,0,0
4511,US,0,0,0
4512,US,0,0,0
4513,US,0,0,0
4514,Mainland China,67760,3024,47743
4517,South Korea,7513,54,247
4521,Mainland China,1353,8,1274
4522,Mainland China,1272,22,1247
4523,Mainland China,1215,1,1191
4524,Mainland China,1018,4,990
4525,Mainland China,990,6,984
4526,Mainland China,935,1,927
4527,Mainland China,758,6,719
4529,Mainland China,631,0,627
4531,Mainland China,576,6,547
4532,Mainland China,539,3,478
4534,Mainland China,481,13,434
4535,Mainland China,429,8,320
4540,Mainland China,344,3,319
4541,Mainland China,318,6,307
4542,Mainland China,296,1,295
4544,US,267,23,1
4546,Mainland China,252,2,234
4547,Mainland China,245,1,227
4549,Mainland China,174,2,170
4550,US,173,0,0
4551,Mainland China,168,6,159
4553,Mainland China,146,2,129
4554,US,144,2,2
4555,Mainland China,136,3,131
4556,Mainland China,133,0,131
4558,Mainland China,125,2,88
4559,Mainland China,125,1,111
4562,Mainland China,93,1,91
4563,US,92,0,1
4565,Mainland China,76,3,73
4566,Mainland China,75,1,70
4567,Mainland China,75,0,71
4579,US,46,0,0
4596,US,21,0,0
4601,Mainland China,18,0,18
4604,US,17,0,0
4608,US,15,0,0
4609,US,15,2,0
4610,US,15,1,0
4611,US,15,0,0
4614,US,13,0,0
4616,US,12,0,2
4617,US,12,0,0
4627,US,8,0,0
4628,US,8,0,0
4635,US,7,0,0
4636,US,7,0,0
4637,US,7,0,0
4638,US,7,0,0
4641,US,6,0,1
4642,US,6,0,0
4643,US,6,0,0
4653,US,5,0,0
4657,US,4,0,0
4658,US,4,0,0
4664,US,3,0,0
4665,US,3,0,0
4666,US,3,0,0
4667,US,3,0,0
4668,US,3,0,1
4676,US,2,0,0
4677,US,2,0,0
4678,US,2,0,0
4679,US,2,0,0
4692,Mainland China,1,0,1
4701,US,1,0,0
4702,US,1,0,0
4703,US,1,0,0
4704,US,1,0,0
4707,US,0,0,0
4708,US,0,0,0
4709,US,0,0,0
4710,US,0,0,0
4711,US,0,0,0
4712,US,0,0,0
4713,US,0,0,0
4714,US,0,0,0
4715,US,0,0,0
4716,US,0,0,0
4717,US,0,0,0
4718,US,0,0,0
4719,US,0,0,0
4720,Mainland China,67773,3046,49134
4723,South Korea,7755,60,288
4727,Mainland China,1356,8,1282
4728,Mainland China,1273,22,1249
4729,Mainland China,1215,1,1195
4730,Mainland China,1018,4,995
4731,Mainland China,990,6,984
4732,Mainland China,935,1,932
4733,Mainland China,760,6,726
4737,Mainland China,631,0,627
4739,Mainland China,576,6,554
4740,Mainland China,539,3,488
4743,Mainland China,482,13,436
4746,Mainland China,435,8,326
4747,US,366,29,1
4748,Mainland China,344,3,320
4749,Mainland China,318,6,307
4751,Mainland China,296,1,295
4753,Mainland China,252,2,238
4755,Mainland China,245,1,232
4756,US,220,0,0
4759,US,177,3,2
4760,Mainland China,174,2,170
4761,Mainland China,168,6,159
4763,Mainland China,146,2,133
4764,Mainland China,136,3,131
4765,Mainland China,133,0,131
4766,Mainland China,127,2,88
4768,Mainland China,125,1,111
4771,US,95,0,1
4772,Mainland China,93,1,91
4775,Mainland China,76,3,73
4776,Mainland China,75,1,71
4777,Mainland China,75,0,72
4792,US,46,0,0
4800,US,34,0,0
4802,US,28,2,0
4803,US,25,0,2
4806,US,23,0,0
4807,US,23,1,0
4810,US,21,0,0
4811,US,21,0,0
4819,US,19,0,0
4820,Mainland China,18,0,18
4824,US,16,0,0
4828,US,13,0,0
4834,US,11,0,0
4838,US,10,0,0
4839,US,10,0,0
4844,US,9,0,1
4845,US,9,0,0
4846,US,9,0,0
4847,US,9,0,0
4852,US,8,0,0
4853,US,8,1,0
4860,US,7,0,0
4861,US,7,0,0
4864,US,6,0,0
4865,US,6,0,1
4871,US,5,0,0
4872,US,5,0,0
4873,US,5,0,0
4874,US,5,0,0
4876,US,4,0,0
4883,US,3,0,0
4884,US,3,0,0
4885,US,3,0,0
4894,US,2,0,0
4895,US,2,0,0
4896,US,2,0,0
4903,Mainland China,1,0,1
4917,US,1,0,0
4918,US,1,0,0
4919,US,1,0,0
4920,US,1,0,0
4921,US,1,0,0
4922,US,1,0,0
4926,Mainland China,0,0,0
4927,Mainland China,0,0,0
4928,US,0,0,0
4929,US,0,0,0
4930,US,0,0,0
4931,US,0,0,0
4932,US,0,0,0
4933,US,0,0,0
4934,US,0,0,0
4936,Mainland China,67781,3056,50318
4939,South Korea,7869,66,333
4943,Mainland China,1356,8,1289
4944,Mainland China,1273,22,1249
4945,Mainland China,1215,1,1197
4946,Mainland China,1018,4,999
4947,Mainland China,990,6,984
4948,Mainland China,935,1,934
4949,Mainland China,760,6,734
4954,Mainland China,631,0,629
4957,Mainland China,576,6,564
4958,Mainland China,539,3,498
4960,Mainland China,482,13,441
4962,US,442,31,1
4963,Mainland China,435,8,334
4964,Mainland China,344,3,321
4965,US,328,0,0
4966,Mainland China,318,6,308
4971,Mainland China,252,2,241
4972,Mainland China,245,2,232
4973,US,221,4,6
4976,Mainland China,174,2,170
4977,Mainland China,168,6,160
4979,Mainland China,146,2,137
4980,Mainland China,136,3,132
4981,Mainland China,133,0,132
4984,Mainland China,127,2,88
4985,Mainland China,125,1,112
4990,Mainland China,93,1,91
4994,Mainland China,76,3,73
4995,Mainland China,75,1,71
4996,Mainland China,75,0,72
5012,US,46,0,0
5014,US,45,0,0
5018,US,35,2,0
5020,US,32,0,2
5021,US,31,1,0
5022,US,29,1,0
5024,US,27,0,0
5027,US,24,0,0
5031,US,22,0,0
5033,US,21,0,0
5041,US,19,0,0
5042,Mainland China,18,0,18
5047,US,17,0,0
5050,US,16,0,0
5052,US,15,0,0
5053,US,14,0,0
5055,US,13,0,0
5058,US,12,0,0
5059,US,12,0,0
5066,US,10,0,0
5067,US,10,0,0
5068,US,10,0,0
5073,US,9,0,1
5074,US,9,0,0
5076,US,8,1,0
5077,US,8,0,1
5085,US,6,0,0
5086,US,6,0,0
5091,US,5,0,0
5092,US,5,0,0
5093,US,5,0,0
5094,US,5,0,0
5095,US,5,0,0
5115,US,2,0,0
5116,US,2,0,0
5117,US,2,0,0
5118,US,2,0,0
5124,Mainland China,1,0,1
5137,US,1,0,0
5138,US,1,0,0
5139,US,1,0,0
5140,US,1,0,0
5141,US,1,0,0
5142,US,1,0,0
5143,US,1,0,0
5147,Mainland China,0,0,0
5148,Mainland China,0,0,0
5149,US,0,0,0
5150,US,0,0,0
5151,US,0,0,0
5152,US,0,0,0
5154,Mainland China,67786,3062,51553
5155,Mainland China,1356,8,1296
5156,Mainland China,1273,22,1249
5157,Mainland China,1215,1,1197
5158,Mainland China,1018,4,1005
5159,Mainland China,990,6,984
5160,Mainland China,935,1,934
5161,Mainland China,760,7,739
5162,Mainland China,631,0,630
5163,Mainland China,576,6,566
5164,Mainland China,539,3,503
5165,Mainland China,482,13,446
5166,Mainland China,436,8,342
5167,Mainland China,346,3,324
5168,Mainland China,318,6,310
5169,Mainland China,296,1,295
5170,Mainland China,252,2,243
5171,Mainland China,245,2,232
5172,Mainland China,174,2,170
5173,Mainland China,168,6,160
5174,Mainland China,146,2,140
5175,Mainland China,136,3,132
5177,Mainland China,133,0,133
5178,Mainland China,127,2,88
5179,Mainland China,125,1,112
5180,Mainland China,76,3,73
5181,Mainland China,75,1,71
5182,Mainland China,75,0,72
5183,Mainland China,93,1,91
5184,Mainland China,18,0,18
5186,Mainland China,1,0,1
5210,US,46,0,0
5293,US,5,0,0
5315,US,21,0,0
5326,US,1,0,0
5327,US,9,0,1
5328,US,6,0,0
5329,US,282,4,6
5330,US,49,0,0
5331,US,11,0,0
5332,US,4,0,0
5333,US,10,0,0
5334,US,50,2,0
5335,US,42,1,0
5336,US,2,0,0
5337,US,1,0,0
5338,US,46,0,2
5339,US,13,0,0
5340,US,17,0,0
5341,US,5,1,0
5342,US,14,0,0
5343,US,36,0,0
5344,US,1,0,0
5345,US,18,0,0
5346,US,123,0,1
5347,US,16,0,0
5348,US,14,0,0
5349,US,1,0,0
5350,US,2,0,0
5351,US,1,0,0
5352,US,13,0,0
5353,US,17,0,0
5354,US,6,0,0
5355,US,29,1,0
5356,US,10,0,0
5357,US,421,0,0
5358,US,17,0,0
5359,US,1,0,0
5360,US,13,0,0
5361,US,2,0,0
5362,US,30,0,0
5363,US,41,0,0
5364,US,14,0,0
5365,US,13,0,0
5366,US,8,1,0
5367,US,26,0,0
5368,US,43,0,0
5369,US,9,0,0
5370,US,2,0,0
5371,US,30,0,0
5372,US,568,37,1
5373,US,0,0,0
5374,US,19,0,1
5375,US,1,0,0
5384,Mainland China,67790,3075,52960
5387,South Korea,8086,72,510
5392,Mainland China,1356,8,1299
5393,Mainland China,1273,22,1250
5394,Mainland China,1227,1,1211
5397,Mainland China,1018,4,1014
5398,Mainland China,990,6,984
5401,Mainland China,935,1,934
5404,Mainland China,760,7,741
5408,Mainland China,631,0,630
5409,Mainland China,576,6,569
5410,US,572,37,1
5411,Mainland China,539,3,511
5412,US,525,2,0
5413,Mainland China,482,13,447
5414,Mainland China,437,8,349
5415,Mainland China,353,3,324
5416,US,340,5,6
5418,Mainland China,318,6,310
5419,Mainland China,296,1,295
5420,Mainland China,252,2,243
5421,Mainland China,245,2,232
5430,Mainland China,174,2,172
5432,Mainland China,168,6,160
5435,Mainland China,146,2,143
5437,US,138,0,1
5438,Mainland China,136,3,132
5439,Mainland China,133,0,133
5440,Mainland China,129,2,89
5442,Mainland China,125,1,113
5453,US,101,1,0
5455,Mainland China,93,1,91
5461,US,77,1,0
5462,Mainland China,76,3,73
5463,US,76,3,0
5464,Mainland China,75,1,71
5465,Mainland China,75,0,73
5466,US,69,1,0
5467,US,66,1,0
5469,US,64,0,2
5472,US,57,0,0
5477,US,47,0,0
5480,US,46,0,0
5483,US,41,1,0
5492,US,32,0,0
5493,US,32,0,0
5500,US,27,0,1
5505,US,26,0,0
5506,US,26,0,0
5507,US,25,0,0
5508,US,24,0,0
5510,US,22,0,0
5511,US,21,0,0
5512,US,21,0,0
5513,US,21,0,0
5514,US,20,0,0
5517,US,19,0,0
5520,Mainland China,18,0,18
5526,US,17,0,0
5527,US,16,0,0
5530,US,14,0,0
5531,US,14,0,0
5533,US,12,0,1
5534,US,12,0,0
5542,US,10,0,0
5543,US,10,0,0
5544,US,10,0,0
5547,US,9,1,0
5550,US,8,1,0
5552,US,7,0,0
5557,US,6,0,0
5558,US,6,0,0
5559,US,6,0,0
5564,US,5,0,0
5565,US,5,0,0
5569,US,4,0,0
5570,US,4,0,0
5571,US,4,0,0
5576,US,3,0,0
5577,US,3,0,0
5592,US,2,0,0
5593,US,2,0,0
5603,Mainland China,1,0,1
5627,US,1,0,0
5628,US,1,0,0
5631,US,0,0,0
5633,Mainland China,67794,3085,54288
5636,South Korea,8162,75,510
5641,Mainland China,1360,8,1304
5642,Mainland China,1273,22,1250
5643,Mainland China,1231,1,1211
5648,Mainland China,1018,4,1014
5649,Mainland China,990,6,984
5650,Mainland China,935,1,934
5655,Mainland China,760,7,741
5656,US,732,3,0
5658,US,643,40,1
5659,Mainland China,631,0,631
5660,Mainland China,576,6,570
5661,Mainland China,539,3,516
5662,Mainland China,482,13,453
5663,Mainland China,442,8,353
5665,US,426,6,6
5666,Mainland China,353,3,324
5668,Mainland China,318,6,310
5669,Mainland China,296,1,295
5670,Mainland China,252,2,243
5671,Mainland China,245,2,232
5680,Mainland China,174,2,172
5681,Mainland China,168,6,160
5684,Mainland China,146,2,143
5687,US,164,0,1
5688,Mainland China,136,3,133
5691,Mainland China,133,2,91
5692,Mainland China,133,0,133
5695,Mainland China,125,1,114
5698,US,115,4,0
5707,US,131,1,0
5708,US,99,1,0
5709,Mainland China,93,1,91
5711,US,91,2,0
5713,Mainland China,76,3,73
5714,Mainland China,75,1,71
5715,Mainland China,75,0,73
5716,US,98,2,0
5718,US,93,0,2
5720,US,72,0,0
5733,US,66,0,0
5735,US,46,0,0
5737,US,45,1,0
5744,US,36,1,0
5745,US,35,0,0
5747,US,33,0,0
5749,US,33,0,0
5750,US,39,0,0
5751,US,32,0,0
5754,US,37,0,0
5757,US,32,0,1
5762,US,24,0,0
5763,US,28,0,0
5767,US,21,0,0
5768,US,24,0,0
5771,US,20,0,0
5772,US,20,0,0
5773,US,28,0,0
5774,Mainland China,18,0,18
5776,US,18,0,0
5777,US,20,0,0
5779,US,17,0,0
5781,US,16,0,0
5782,US,16,0,0
5786,US,13,0,0
5789,US,12,0,0
5790,US,13,0,1
5798,US,9,1,0
5802,US,8,1,0
5807,US,7,0,0
5808,US,13,0,0
5813,US,7,0,0
5814,US,6,0,0
5815,US,12,0,0
5816,US,10,0,0
5819,US,5,0,0
5820,US,5,0,0
5821,US,8,0,0
5826,US,7,0,0
5830,US,3,0,0
5831,US,5,0,0
5832,US,3,0,0
5858,Mainland China,1,0,1
5883,US,1,0,0
5884,US,1,0,0
5885,US,1,0,0
5889,US,0,0,0
5891,Mainland China,67798,3099,55142
5895,South Korea,8236,75,1137
5901,Mainland China,1361,8,1306
5903,Mainland China,1273,22,1250
5904,Mainland China,1231,1,1216
5908,Mainland China,1018,4,1014
5909,Mainland China,990,6,984
5910,US,967,10,0
5911,Mainland China,935,1,934
5913,US,904,48,1
5915,Mainland China,760,7,746
5917,Mainland China,631,0,631
5918,Mainland China,576,6,570
5920,US,557,7,6
5921,Mainland China,539,3,516
5922,Mainland China,482,13,455
5923,Mainland China,452,8,360
5925,Mainland China,355,3,325
5928,Mainland China,318,6,310
5930,Mainland China,296,1,295
5934,Mainland China,252,2,248
5935,Mainland China,245,2,233
5940,US,197,0,1
5942,US,178,2,1
5945,Mainland China,176,2,172
5948,Mainland China,168,6,161
5949,US,160,1,0
5953,US,155,5,0
5956,Mainland China,146,2,144
5958,Mainland China,136,3,133
5960,US,136,3,0
5962,Mainland China,133,2,91
5963,Mainland China,133,0,133
5964,Mainland China,125,1,115
5967,US,121,1,0
5971,US,105,0,2
5975,Mainland China,93,1,92
5978,US,85,0,0
5980,US,77,0,0
5981,Mainland China,76,3,73
5982,Mainland China,75,1,73
5983,Mainland China,75,0,75
5998,US,54,0,0
6000,US,53,0,0
6003,US,52,0,0
6006,US,50,0,0
6007,US,49,1,0
6008,US,47,0,0
6009,US,47,0,1
6010,US,45,1,0
6011,US,41,0,3
6013,US,39,1,0
6014,US,39,0,0
6015,US,38,0,0
6022,US,33,1,0
6024,US,30,0,0
6027,US,29,0,0
6031,US,25,1,0
6034,US,23,0,0
6036,US,22,0,0
6037,US,22,0,0
6039,US,21,1,1
6040,US,21,0,0
6042,US,20,0,0
6043,Mainland China,18,0,18
6047,US,18,0,1
6048,US,18,0,0
6051,US,17,0,0
6052,US,17,0,0
6053,US,17,0,0
6059,US,13,0,0
6060,US,12,0,0
6065,US,11,1,0
6068,US,10,0,0
6069,US,10,1,0
6074,US,8,0,0
6081,US,7,0,0
6082,US,7,0,0
6088,US,6,0,0
6095,US,5,0,0
6096,US,5,0,0
6109,US,3,0,0
6110,US,3,0,0
6130,Mainland China,1,0,1
6155,US,1,0,0
6156,US,1,0,0
6157,US,1,0,0
6161,US,0,0,0
6163,Mainland China,67799,3111,56003
6168,South Korea,8320,81,1407
6172,US,1706,13,0
6175,Mainland China,1364,8,1307
6177,Mainland China,1273,22,1250
6179,Mainland China,1232,1,1216
6181,US,1076,55,1
6182,Mainland China,1018,4,1014
6183,Mainland China,990,6,984
6185,Mainland China,935,1,934
6187,Mainland China,761,7,746
6188,US,698,12,6
6191,Mainland China,631,0,631
6192,Mainland China,576,6,570
6193,Mainland China,540,3,520
6194,Mainland China,482,13,456
6195,Mainland China,456,8,369
6200,Mainland China,358,3,325
6204,Mainland China,318,6,310
6205,Mainland China,296,1,295
6207,US,267,3,1
6209,Mainland China,253,2,248
6210,Mainland China,246,3,236
6217,US,218,0,1
6218,US,216,6,0
6222,US,196,4,0
6227,Mainland China,176,2,172
6230,Mainland China,168,6,161
6232,US,161,1,2
6233,US,160,2,0
6235,Mainland China,147,2,144
6236,US,146,1,0
6239,Mainland China,136,3,133
6240,Mainland China,133,2,91
6241,Mainland China,133,0,133
6243,Mainland China,125,1,120
6247,US,112,0,0
6248,US,110,1,0
6253,Mainland China,93,1,92
6258,Mainland China,76,3,73
6259,Mainland China,75,1,73
6260,Mainland China,75,0,75
6263,US,74,0,0
6265,US,72,0,1
6268,US,68,0,0
6270,US,67,0,0
6271,US,67,2,0
6272,US,66,1,0
6277,US,65,0,0
6278,US,64,0,0
6281,US,60,0,3
6282,US,60,0,0
6285,US,56,1,0
6287,US,51,0,0
6292,US,47,0,0
6293,US,47,1,0
6298,US,39,0,0
6307,US,32,0,0
6310,US,30,2,0
6317,US,26,1,1
6318,US,26,0,0
6322,US,23,0,0
6323,US,23,0,0
6324,US,23,0,0
6326,US,22,0,0
6327,US,22,0,0
6329,US,21,0,0
6330,US,21,0,0
6331,US,21,0,0
6332,US,20,0,1
6333,US,19,0,0
6336,US,18,1,0
6338,US,16,0,0
6345,US,12,0,0
6348,US,11,0,0
6349,US,11,1,0
6350,US,11,0,0
6353,US,10,0,0
6358,US,9,0,0
6363,US,8,0,0
6381,US,5,0,0
6392,US,3,0,0
6393,US,3,0,0
6394,US,3,0,0
6403,US,2,0,0
6410,Mainland China,1,0,1
6431,US,1,0,0
6439,Mainland China,67800,3122,56927
6445,South Korea,8413,84,1540
6448,US,2495,16,0
6453,Mainland China,1370,8,1313
6455,Mainland China,1273,22,1250
6456,Mainland China,1232,1,1216
6458,Mainland China,1018,4,1014
6459,US,1014,55,0
6460,Mainland China,990,6,984
6461,Mainland China,935,1,934
6464,Mainland China,761,7,746
6465,US,751,13,0
6467,Mainland China,631,0,631
6468,Mainland China,576,6,570
6469,Mainland China,540,3,525
6470,Mainland China,482,13,459
6471,Mainland China,469,8,378
6478,Mainland China,361,3,326
6480,Mainland China,318,6,310
6481,US,314,7,0
6484,Mainland China,296,1,295
6488,US,267,3,0
6491,US,257,4,0
6493,Mainland China,253,2,250
6496,Mainland China,246,3,237
6500,US,218,0,0
6504,US,199,3,0
6507,US,184,2,0
6509,Mainland China,176,2,172
6510,US,173,3,0
6512,Mainland China,168,6,161
6514,US,162,1,0
6516,US,152,0,0
6518,Mainland China,146,2,144
6521,Mainland China,136,3,133
6522,Mainland China,133,2,91
6523,Mainland China,133,0,133
6525,Mainland China,125,1,122
6537,Mainland China,93,1,92
6541,US,92,0,0
6543,US,86,0,0
6544,US,85,0,0
6547,US,83,0,0
6550,US,79,0,0
6551,US,77,0,0
6552,US,77,2,0
6553,Mainland China,76,3,73
6554,Mainland China,75,1,73
6555,Mainland China,75,0,75
6559,US,70,0,0
6561,US,68,0,0
6562,US,68,2,0
6566,US,55,1,0
6570,US,51,0,0
6575,US,47,0,0
6576,US,47,1,0
6577,US,46,0,0
6578,US,42,0,0
6581,US,39,2,0
6591,US,34,0,0
6592,US,33,0,0
6593,US,33,0,0
6595,US,31,0,0
6598,US,29,0,0
6603,US,27,0,0
6604,US,27,1,0
6605,US,26,0,0
6606,US,24,0,0
6607,US,23,0,0
6610,US,21,0,0
6614,US,19,0,0
6615,US,19,0,0
6616,Mainland China,18,0,18
6617,US,18,1,0
6618,US,18,0,0
6619,US,18,0,0
6622,US,15,0,0
6625,US,14,0,0
6635,US,11,0,0
6636,US,11,1,0
6641,US,9,0,0
6655,US,6,0,0
6656,US,6,0,0
6658,US,5,0,0
6659,US,5,0,0
6683,US,2,0,0
6684,US,2,0,0
6691,Mainland China,1,0,1
6708,US,1,0,106
6709,US,1,0,0
6723,Mainland China,67800,3130,57682
