SNo,Country,Confirmed,Deaths,Recovered
1662,Mainland China,146,1,57
1663,Mainland China,130,0,53
1664,Mainland China,125,3,46
1665,Mainland China,121,1,43
1666,Mainland China,91,2,58
1667,Mainland China,89,1,34
1669,Mainland China,75,1,12
1670,Mainland China,72,0,8
1671,Mainland China,70,0,35
1675,South Korea,30,0,10
1678,Mainland China,18,0,13
1696,US,2,0,2
1697,US,2,0,0
1698,US,2,0,0
1699,US,2,0,0
1705,Mainland China,1,0,1
1709,US,1,0,0
1710,US,1,0,0
1711,US,1,0,0
1712,US,1,0,0
1713,US,1,0,0
1714,US,1,0,1
1715,US,1,0,0
1716,Mainland China,61682,1921,9128
1717,Mainland China,1328,4,565
1718,Mainland China,1257,19,522
1719,Mainland China,1172,0,535
1720,Mainland China,1007,4,527
1721,Mainland China,982,6,361
1722,Mainland China,933,1,310
1723,Mainland China,629,0,280
1724,Mainland China,555,5,254
1725,Mainland China,543,3,211
1727,Mainland China,508,3,169
1728,Mainland China,464,11,111
1729,Mainland China,387,4,122
1730,Mainland China,333,1,177
1731,Mainland China,306,4,136
1732,Mainland China,292,0,93
1733,Mainland China,242,2,69
1734,Mainland China,240,0,89
1735,Mainland China,172,0,57
1736,Mainland China,163,4,79
1737,Mainland China,146,2,66
1738,Mainland China,131,0,61
1739,Mainland China,128,3,48
1740,Mainland China,121,1,53
1741,Mainland China,91,2,62
1742,Mainland China,89,1,36
1744,Mainland China,76,1,12
1746,Mainland China,73,0,8
1747,Mainland China,70,0,42
1750,South Korea,31,0,12
1753,Mainland China,18,0,15
1771,US,2,0,2
1772,US,2,0,0
1773,US,2,0,0
1774,US,2,0,0
1784,US,1,0,0
1785,US,1,0,0
1786,US,1,0,0
1787,US,1,0,0
1788,US,1,0,0
1789,US,1,0,1
1790,US,1,0,0
1791,Mainland China,62031,2029,10337
1792,Mainland China,1331,5,606
1793,Mainland China,1262,19,573
1794,Mainland China,1174,0,604
1795,Mainland China,1008,4,561
1796,Mainland China,986,6,413
1797,Mainland China,934,1,362
1798,Mainland China,631,0,318
1800,Mainland China,560,5,274
1801,Mainland China,544,3,231
1802,Mainland China,514,3,188
1803,Mainland China,470,12,120
1804,Mainland China,393,4,145
1805,Mainland China,333,2,186
1806,Mainland China,306,4,152
1807,Mainland China,293,0,112
1808,Mainland China,244,2,86
1809,Mainland China,242,0,102
1810,Mainland China,172,1,60
1811,Mainland China,168,4,84
1812,Mainland China,146,2,70
1813,Mainland China,131,0,68
1814,Mainland China,130,3,54
1815,Mainland China,121,1,55
1816,Mainland China,91,2,65
1817,Mainland China,90,1,37
1820,Mainland China,76,1,20
1821,Mainland China,75,0,10
1822,Mainland China,71,0,42
1825,South Korea,31,0,12
1828,Mainland China,18,0,16
1847,US,2,0,2
1848,US,2,0,0
1849,US,2,0,0
1850,US,2,0,0
1856,Mainland China,1,0,1
1860,US,1,0,0
1861,US,1,0,0
1862,US,1,0,0
1863,US,1,0,0
1864,US,1,0,0
1865,US,1,0,1
1866,US,1,0,0
1867,Mainland China,62442,2144,11788
1868,Mainland China,1332,5,642
1869,Mainland China,1265,19,637
1870,Mainland China,1175,1,633
1871,Mainland China,1010,4,634
1872,Mainland China,987,6,474
1873,Mainland China,934,1,433
1875,Mainland China,631,0,356
1876,Mainland China,567,6,299
1877,Mainland China,546,4,254
1878,Mainland China,520,3,217
1879,Mainland China,476,12,136
1880,Mainland China,395,4,153
1881,Mainland China,334,2,199
1882,Mainland China,307,5,169
1883,Mainland China,293,1,126
1884,Mainland China,245,2,90
1885,Mainland China,245,1,118
1886,Mainland China,174,2,79
1887,Mainland China,168,4,86
1888,Mainland China,146,2,72
1889,Mainland China,132,0,76
1890,Mainland China,131,3,59
1891,Mainland China,121,1,59
1892,South Korea,104,1,16
1894,Mainland China,91,2,71
1895,Mainland China,91,1,43
1897,Mainland China,76,1,22
1898,Mainland China,75,0,16
1899,Mainland China,71,0,44
1923,US,2,0,2
1924,US,2,0,0
1925,US,2,0,0
1926,US,2,0,0
1932,Mainland China,1,0,1
1936,US,1,0,0
1937,US,1,0,0
1938,US,1,0,0
1939,US,1,0,0
1940,US,1,0,0
1941,US,1,0,1
1942,US,1,0,0
1943,Mainland China,62662,2144,11881
1944,Mainland China,1333,5,690
1945,Mainland China,1267,19,736
1946,Mainland China,1203,1,679
1947,Mainland China,1011,4,661
1948,Mainland China,988,6,539
1949,Mainland China,934,1,489
1950,Mainland China,749,4,281
1952,Mainland China,631,0,373
1953,Mainland China,572,6,316
1954,Mainland China,525,3,231
1955,Mainland China,479,12,175
1956,Mainland China,396,4,169
1957,Mainland China,334,2,211
1958,Mainland China,308,5,184
1959,Mainland China,293,1,149
1960,Mainland China,246,2,97
1961,Mainland China,245,1,134
1962,South Korea,204,2,16
1963,Mainland China,174,2,96
1964,Mainland China,168,4,95
1965,Mainland China,146,2,77
1966,Mainland China,132,0,78
1967,Mainland China,132,3,62
1968,Mainland China,121,1,61
1970,Mainland China,91,2,76
1971,Mainland China,91,1,45
1973,Mainland China,76,1,24
1974,Mainland China,75,0,17
1975,Mainland China,71,0,48
1986,US,11,0,0
1992,US,5,0,0
2002,US,2,0,2
2003,US,2,0,0
2004,US,2,0,0
2005,US,2,0,1
2006,US,2,0,1
2014,Mainland China,1,0,1
2018,US,1,0,0
2019,US,1,0,0
2020,US,1,0,0
2021,US,1,0,0
2022,US,1,0,0
2023,US,1,0,0
2024,US,1,0,0
2025,US,1,0,1
2026,US,1,0,0
2027,Mainland China,64084,2346,15299
2028,Mainland China,1339,5,728
2029,Mainland China,1270,19,830
2030,Mainland China,1205,1,719
2031,Mainland China,1013,4,692
2032,Mainland China,989,6,597
2033,Mainland China,934,1,555
2034,Mainland China,750,4,302
2036,Mainland China,631,0,401
2037,Mainland China,573,6,328
2038,Mainland China,526,3,250
2039,Mainland China,479,12,204
2040,South Korea,433,2,16
2041,Mainland China,399,4,178
2042,Mainland China,335,3,227
2043,Mainland China,309,6,203
2044,Mainland China,293,1,162
2045,Mainland China,249,2,104
2046,Mainland China,245,1,149
2047,Mainland China,174,2,107
2048,Mainland China,168,4,104
2049,Mainland China,146,2,90
2050,Mainland China,135,3,65
2051,Mainland China,132,0,81
2053,Mainland China,121,1,66
2054,Mainland China,91,2,76
2055,Mainland China,91,1,52
2057,Mainland China,76,2,25
2058,Mainland China,75,0,26
2059,Mainland China,71,0,48
2066,Mainland China,18,0,18
2071,US,11,0,0
2077,US,5,0,0
2086,US,2,0,2
2087,US,2,0,0
2088,US,2,0,0
2089,US,2,0,1
2090,US,2,0,1
2102,US,1,0,0
2103,US,1,0,0
2104,US,1,0,0
2105,US,1,0,0
2106,US,1,0,0
2107,US,1,0,0
2108,US,1,0,0
2109,US,1,0,1
2110,US,1,0,0
2111,Mainland China,64084,2346,15343
2112,Mainland China,1342,6,755
2113,Mainland China,1271,19,868
2114,Mainland China,1205,1,760
2115,Mainland China,1016,4,714
2116,Mainland China,989,6,637
2117,Mainland China,934,1,613
2118,Mainland China,754,4,321
2120,Mainland China,631,0,418
2121,South Korea,602,6,18
2122,Mainland China,575,6,335
2123,Mainland China,526,3,261
2124,Mainland China,480,12,222
2125,Mainland China,399,4,189
2126,Mainland China,335,3,249
2127,Mainland China,311,6,219
2128,Mainland China,293,1,170
2129,Mainland China,249,2,106
2130,Mainland China,245,1,163
2131,Mainland China,174,2,115
2132,Mainland China,168,5,106
2135,Mainland China,146,2,102
2136,Mainland China,135,3,81
2137,Mainland China,132,0,88
2138,Mainland China,121,1,73
2139,Mainland China,91,2,78
2140,Mainland China,91,1,54
2142,Mainland China,76,2,28
2143,Mainland China,75,0,27
2145,Mainland China,71,0,56
2150,Mainland China,18,0,18
2155,US,11,0,0
2161,US,5,0,0
2170,US,2,0,2
2171,US,2,0,0
2172,US,2,0,0
2173,US,2,0,1
2174,US,2,0,1
2186,US,1,0,0
2187,US,1,0,0
2188,US,1,0,0
2189,US,1,0,0
2190,US,1,0,0
2191,US,1,0,0
2192,US,1,0,0
2193,US,1,0,1
2194,US,1,0,0
2196,Mainland China,64287,2495,16748
2197,Mainland China,1345,6,786
2198,Mainland China,1271,19,943
2199,Mainland China,1205,1,782
2200,Mainland China,1016,4,731
2201,Mainland China,989,6,663
2202,Mainland China,934,1,645
2203,South Korea,833,8,18
2204,Mainland China,755,5,343
2206,Mainland China,631,0,452
2207,Mainland China,576,6,349
2208,Mainland China,527,3,276
2209,Mainland China,480,12,227
2210,Mainland China,399,4,198
2211,Mainland China,335,3,261
2212,Mainland China,311,6,234
2213,Mainland China,293,1,183
2214,Mainland China,251,2,112
2215,Mainland China,245,1,173
2217,Mainland China,174,2,124
2218,Mainland China,168,5,116
2220,Mainland China,146,2,102
2221,Mainland China,135,3,87
2222,Mainland China,133,0,94
2223,Mainland China,121,1,80
2224,Mainland China,93,1,60
2225,Mainland China,91,2,80
2228,Mainland China,76,2,30
2229,Mainland China,75,0,34
2230,Mainland China,71,0,58
2232,US,36,0,0
2236,Mainland China,18,0,18
2255,US,2,0,2
2256,US,2,0,0
2257,US,2,0,1
2258,US,2,0,1
2274,US,1,0,0
2275,US,1,0,0
2276,US,1,0,0
2277,US,1,0,0
2278,US,1,0,0
2279,US,1,0,0
2280,US,1,0,0
2281,US,1,0,1
2282,US,1,0,0
2283,US,0,0,0
2284,US,0,0,0
2285,US,0,0,0
2286,Mainland China,64786,2563,18971
2287,Mainland China,1347,7,822
2288,Mainland China,1271,19,1002
2289,Mainland China,1205,1,808
2290,Mainland China,1016,4,768
2291,Mainland China,989,6,712
2292,South Korea,977,10,22
2293,Mainland China,934,1,683
2294,Mainland China,756,6,355
2296,Mainland China,631,0,458
2297,Mainland China,576,6,372
2298,Mainland China,529,3,289
2299,Mainland China,480,12,243
2300,Mainland China,400,4,215
2301,Mainland China,336,3,268
2303,Mainland China,311,6,248
2304,Mainland China,294,1,199
2305,Mainland China,252,2,134
2306,Mainland China,245,1,186
2307,Mainland China,174,2,129
2309,Mainland China,168,5,124
2310,Mainland China,146,2,104
2311,Mainland China,135,3,91
2312,Mainland China,133,0,98
2313,Mainland China,121,1,83
2315,Mainland China,93,1,63
2316,Mainland China,91,2,80
2319,Mainland China,76,2,30
2320,Mainland China,75,0,35
2321,Mainland China,71,0,61
2323,US,36,0,0
2327,Mainland China,18,0,18
2348,US,2,0,2
2349,US,2,0,0
2350,US,2,0,1
2351,US,2,0,1
2368,US,1,0,0
2369,US,1,0,0
2370,US,1,0,0
2371,US,1,0,0
2372,US,1,0,0
2373,US,1,0,0
2374,US,1,0,0
2375,US,1,0,1
2376,US,1,0,1
2377,US,0,0,0
2378,US,0,0,0
2379,US,0,0,0
2380,Mainland China,65187,2615,20969
2381,Mainland China,1347,7,851
2382,Mainland China,1271,19,1033
2383,South Korea,1261,12,22
2384,Mainland China,1205,1,867
2385,Mainland China,1016,4,783
2386,Mainland China,989,6,744
2387,Mainland China,934,1,719
2388,Mainland China,756,6,377
2390,Mainland China,631,0,478
2391,Mainland China,576,6,384
2392,Mainland China,531,3,307
2393,Mainland China,480,12,249
2395,Mainland China,400,4,235
2396,Mainland China,337,3,272
2397,Mainland China,312,6,261
2398,Mainland China,294,1,218
2399,Mainland China,252,2,147
2400,Mainland China,245,1,192
2402,Mainland China,174,2,144
2403,Mainland China,168,5,129
2404,Mainland China,146,2,104
2406,Mainland China,135,3,96
2407,Mainland China,133,0,104
2408,Mainland China,121,1,88
2409,Mainland China,93,1,65
2412,Mainland China,91,2,81
2413,Mainland China,76,2,34
2414,Mainland China,75,0,38
2415,Mainland China,71,0,65
2416,US,42,0,0
2449,US,2,0,2
2450,US,2,0,0
2451,US,2,0,1
2452,US,2,0,1
2462,Mainland China,1,0,1
2469,US,1,0,0
2470,US,1,0,0
2471,US,1,0,0
2472,US,1,0,0
2473,US,1,0,0
2474,US,1,0,0
2475,US,1,0,0
2476,US,1,0,1
2477,US,1,0,1
2478,US,0,0,0
2479,US,0,0,0
2480,US,0,0,0
2481,Mainland China,65596,2641,23383
2482,South Korea,1766,13,22
2483,Mainland China,1347,7,890
2484,Mainland China,1272,20,1068
2485,Mainland China,1205,1,932
2486,Mainland China,1017,4,804
2487,Mainland China,989,6,792
2488,Mainland China,934,1,754
2489,Mainland China,756,6,387
2492,Mainland China,631,0,498
2493,Mainland China,576,6,401
2494,Mainland China,534,3,321
2495,Mainland China,480,13,270
2496,Mainland China,410,5,248
2497,Mainland China,337,3,276
2498,Mainland China,317,6,274
2499,Mainland China,296,1,228
2500,Mainland China,252,2,161
2502,Mainland China,245,1,195
2504,Mainland China,174,2,150
2505,Mainland China,168,5,131
2506,Mainland China,146,2,112
2507,Mainland China,136,3,102
2508,Mainland China,133,0,107
2509,Mainland China,121,1,93
2510,Mainland China,93,1,67
2513,Mainland China,91,2,81
2514,Mainland China,76,2,43
2515,Mainland China,75,0,43
2516,Mainland China,72,0,68
2519,US,42,0,0
2552,US,2,0,2
2553,US,2,0,0
2554,US,2,0,0
2555,US,2,0,1
2556,US,2,0,1
2575,US,1,0,0
2576,US,1,0,0
2577,US,1,0,0
2578,US,1,0,0
2579,US,1,0,0
2580,US,1,0,0
2581,US,1,0,1
2582,US,1,0,1
2583,US,0,0,0
2584,US,0,0,0
2585,US,0,0,0
2586,Mainland China,65914,2682,26403
2587,South Korea,2337,13,22
2588,Mainland China,1348,7,935
2589,Mainland China,1272,20,1112
2590,Mainland China,1205,1,975
2591,Mainland China,1017,4,830
2592,Mainland China,990,6,821
2593,Mainland China,935,1,790
2595,Mainland China,756,6,405
2597,Mainland China,631,0,515
2598,Mainland China,576,6,422
2599,Mainland China,538,3,338
2600,Mainland China,480,13,283
2601,Mainland China,410,7,257
2603,Mainland China,337,3,279
2604,Mainland China,318,6,277
2605,Mainland China,296,1,235
2606,Mainland China,252,2,168
2607,Mainland China,245,1,199
2609,Mainland China,174,2,156
2610,Mainland China,168,5,133
2611,Mainland China,146,2,112
2612,Mainland China,136,3,102
2613,Mainland China,133,0,112
2614,Mainland China,121,1,93
2616,Mainland China,93,1,73
2618,Mainland China,91,2,82
2619,Mainland China,76,3,52
2620,Mainland China,75,0,45
2621,Mainland China,72,0,68
2625,US,44,0,0
2633,Mainland China,18,0,18
2659,US,2,0,2
2660,US,2,0,0
2661,US,2,0,0
2662,US,2,0,1
2663,US,2,0,1
2679,Mainland China,1,0,1
2689,US,1,0,1
2690,US,1,0,0
2691,US,1,0,0
2692,US,1,0,0
2693,US,1,0,0
2694,US,1,0,0
2695,US,1,0,1
2696,US,1,0,1
2697,US,0,0,0
2698,US,0,0,0
2699,US,0,0,0
2700,Mainland China,66337,2727,28993
2701,South Korea,3150,16,27
2702,Mainland China,1349,7,983
2703,Mainland China,1272,21,1170
2704,Mainland China,1205,1,1016
2706,Mainland China,1018,4,846
2707,Mainland China,990,6,868
2708,Mainland China,935,1,811
2709,Mainland China,756,6,421
2711,Mainland China,631,0,523
2713,Mainland China,576,6,438
2714,Mainland China,538,3,351
2715,Mainland China,480,13,301
2716,Mainland China,411,8,271
2717,Mainland China,337,3,287
2718,Mainland China,318,6,282
2719,Mainland China,296,1,243
2720,Mainland China,252,2,176
2721,Mainland China,245,1,207
2723,Mainland China,174,2,157
2724,Mainland China,168,5,148
2725,Mainland China,146,2,112
2726,Mainland China,136,3,109
2727,Mainland China,133,0,114
2728,Mainland China,121,1,96
2732,Mainland China,93,1,75
2733,Mainland China,91,2,82
2735,Mainland China,76,3,62
2736,Mainland China,75,0,49
2737,Mainland China,73,0,69
2740,US,44,0,0
2747,Mainland China,18,0,18
2775,US,3,0,1
2779,US,2,0,2
2780,US,2,0,0
2781,US,2,0,0
2782,US,2,0,1
2806,US,1,0,1
2807,US,1,0,0
2808,US,1,0,0
2809,US,1,0,0
2810,US,1,0,0
2811,US,1,0,0
2812,US,1,0,0
2813,US,1,0,0
2814,US,1,0,1
2816,US,0,0,0
2817,US,0,0,0
2818,US,0,0,0
2819,Mainland China,66907,2761,31536
2820,South Korea,3736,17,30
2822,Mainland China,1349,7,1016
2823,Mainland China,1272,22,1198
2824,Mainland China,1205,1,1046
2825,Mainland China,1018,4,866
2826,Mainland China,990,6,873
2828,Mainland China,935,1,831
2829,Mainland China,758,6,443
2831,Mainland China,631,0,536
2832,Mainland China,576,6,450
2833,Mainland China,538,3,365
2834,Mainland China,480,13,342
2835,Mainland China,413,8,276
2836,Mainland China,337,3,290
2837,Mainland China,318,6,294
2838,Mainland China,296,1,247
2840,Mainland China,252,2,181
2841,Mainland China,245,1,208
2842,Mainland China,174,2,163
2843,Mainland China,168,5,149
2844,Mainland China,146,2,112
2845,Mainland China,136,3,111
2846,Mainland China,133,0,116
2849,Mainland China,122,1,103
2852,Mainland China,93,1,78
2853,Mainland China,91,2,84
2855,Mainland China,76,3,64
2856,Mainland China,75,0,52
2857,Mainland China,73,0,69
2860,US,44,0,0
2879,US,9,1,1
2900,US,3,0,2
2901,US,3,0,1
2907,US,2,0,0
2908,US,2,0,0
2909,US,2,0,1
2910,US,2,0,0
2923,Mainland China,1,0,1
2931,US,1,0,1
2932,US,1,0,0
2933,US,1,0,0
2934,US,1,0,0
2935,US,1,0,0
2936,US,1,0,0
2937,US,1,0,0
2938,US,1,0,0
2939,US,1,0,1
2941,US,0,0,0
2942,US,0,0,0
2943,US,0,0,0
2944,Mainland China,67103,2803,33934
2945,South Korea,4335,28,30
2948,Mainland China,1350,7,1059
2949,Mainland China,1272,22,1205
2950,Mainland China,1206,1,1069
2951,Mainland China,1018,4,887
2952,Mainland China,990,6,917
2953,Mainland China,935,1,850
2954,Mainland China,758,6,460
2956,Mainland China,631,0,543
2957,Mainland China,576,6,469
2958,Mainland China,538,3,386
2959,Mainland China,480,13,356
2960,Mainland China,414,8,282
2961,Mainland China,337,3,292
2962,Mainland China,318,6,296
2963,Mainland China,296,1,255
2965,Mainland China,252,2,192
2966,Mainland China,245,1,216
2968,Mainland China,174,2,168
2969,Mainland China,168,5,151
2971,Mainland China,146,2,114
2972,Mainland China,136,3,111
2973,Mainland China,133,0,119
2974,Mainland China,122,1,103
2978,Mainland China,93,1,83
2979,Mainland China,91,2,85
2980,Mainland China,76,3,66
2981,Mainland China,75,0,54
2982,Mainland China,74,0,69
2985,US,45,0,0
2995,Mainland China,18,0,18
3000,US,14,5,1
3006,US,9,0,1
3021,US,4,0,2
3022,US,4,1,0
3037,US,2,0,0
3038,US,2,0,0
3039,US,2,0,0
3040,US,2,0,0
3041,US,2,0,1
3056,Mainland China,1,0,1
3066,US,1,0,1
3067,US,1,0,0
3068,US,1,0,0
3069,US,1,0,0
3070,US,1,0,0
3071,US,1,0,0
3072,US,1,0,0
3073,US,1,0,0
3074,US,1,0,0
3075,US,1,0,0
3076,US,1,0,0
3077,US,1,0,0
3078,US,1,0,0
3079,US,1,0,1
3080,US,1,0,0
3082,US,0,0,0
3083,US,0,0,0
3084,US,0,0,0
3085,Mainland China,67217,2835,36208
3086,South Korea,5186,28,30
3089,Mainland China,1350,7,1101
3090,Mainland China,1272,22,1231
3091,Mainland China,1213,1,1093
3092,Mainland China,1018,4,906
3093,Mainland China,990,6,936
3094,Mainland China,935,1,870
3095,Mainland China,758,6,511
3097,Mainland China,631,0,562
3098,Mainland China,576,6,490
3099,Mainland China,538,3,394
3100,Mainland China,480,13,366
3101,Mainland China,414,8,288
3102,Mainland China,338,3,294
3103,Mainland China,318,6,300
3104,Mainland China,296,1,260
3106,Mainland China,252,2,202
3107,Mainland China,245,1,216
3110,Mainland China,174,2,169
3111,Mainland China,168,5,155
3113,Mainland China,146,2,114
3114,Mainland China,136,3,124
3115,Mainland China,133,0,124
3116,Mainland China,125,1,106
3119,Mainland China,93,1,83
3120,Mainland China,91,2,86
3121,Mainland China,76,3,68
3122,Mainland China,75,1,59
3123,Mainland China,74,0,69
3128,US,45,0,0
3138,US,21,6,1
3140,Mainland China,18,0,18
3149,US,11,0,1
3160,US,6,1,0
3166,US,4,0,2
3181,US,2,0,0
3182,US,2,0,0
3183,US,2,0,0
3184,US,2,0,0
3185,US,2,0,0
3186,US,2,0,0
3187,US,2,0,1
3188,US,2,0,0
3189,US,2,0,0
3205,Mainland China,1,0,1
3214,US,1,0,0
3215,US,1,0,0
3216,US,1,0,1
3217,US,1,0,0
3218,US,1,0,0
3219,US,1,0,1
3220,US,1,0,0
3221,US,1,0,0
3222,US,1,0,0
3223,US,1,0,0
3224,US,1,0,0
3225,US,1,0,0
3226,US,1,0,0
3227,US,1,0,1
3228,US,1,0,0
3229,US,1,0,0
3230,US,1,0,0
3233,US,0,0,0
3234,US,0,0,0
3235,US,0,0,0
3236,Mainland China,67332,2871,38557
3237,South Korea,5621,35,41
3240,Mainland China,1350,7,1133
3241,Mainland China,1272,22,1234
3242,Mainland China,1213,1,1114
3243,Mainland China,1018,4,916
3244,Mainland China,990,6,956
3245,Mainland China,935,1,884
3246,Mainland China,758,6,516
3248,Mainland China,631,0,577
3249,Mainland China,576,6,502
3250,Mainland China,538,3,406
3251,Mainland China,480,13,373
3252,Mainland China,418,8,297
3253,Mainland China,338,3,298
3255,Mainland China,318,6,301
3256,Mainland China,296,1,270
3259,Mainland China,252,2,210
3260,Mainland China,245,1,223
3262,Mainland China,174,2,169
3263,Mainland China,168,5,158
3264,Mainland China,146,2,114
3265,Mainland China,136,3,124
3266,Mainland China,133,0,124
3267,Mainland China,125,1,106
3270,Mainland China,93,1,86
3271,Mainland China,91,2,87
3274,Mainland China,76,3,69
3275,Mainland China,75,1,63
3276,Mainland China,75,0,69
3281,US,45,0,0
3287,US,31,9,1
3295,Mainland China,18,0,18
3304,US,11,0,1
3310,US,10,0,0
3314,US,8,1,0
3315,US,7,0,0
3326,US,4,0,2
3333,US,3,0,0
3339,US,2,0,0
3340,US,2,0,0
3341,US,2,0,0
3342,US,2,1,0
3343,US,2,0,0
3344,US,2,0,0
3345,US,2,0,0
3346,US,2,0,1
3347,US,2,0,0
3348,US,2,0,0
3367,Mainland China,1,0,1
3377,US,1,0,0
3378,US,1,0,0
3379,US,1,0,1
3380,US,1,0,0
3381,US,1,0,0
3382,US,1,0,1
3383,US,1,0,0
3384,US,1,0,0
3385,US,1,0,0
3386,US,1,0,0
3387,US,1,0,0
3388,US,1,0,1
3389,US,1,0,0
3390,US,1,0,0
3393,US,0,0,0
3394,US,0,0,0
3395,US,0,0,0
3396,Mainland China,67466,2902,40592
3397,South Korea,6088,35,41
3400,Mainland China,1351,7,1181
3401,Mainland China,1272,22,1239
3402,Mainland China,1215,1,1124
3403,Mainland China,1018,4,938
3404,Mainland China,990,6,970
3405,Mainland China,935,1,901
3406,Mainland China,758,6,578
3408,Mainland China,631,0,583
3409,Mainland China,576,6,512
3410,Mainland China,539,3,425
3412,Mainland China,481,13,379
3413,Mainland China,418,8,297
3416,Mainland China,339,3,303
3417,Mainland China,318,6,304
3418,Mainland China,296,1,277
3420,Mainland China,252,2,214
3421,Mainland China,245,1,224
3422,Mainland China,174,2,169
3423,Mainland China,168,6,158
3424,Mainland China,146,2,114
3425,Mainland China,136,3,128
3426,Mainland China,133,0,126
3427,Mainland China,125,1,106
3432,Mainland China,102,2,87
3434,Mainland China,93,1,88
3437,Mainland China,76,3,70
3438,Mainland China,75,1,65
3439,Mainland China,75,0,69
3442,US,51,10,1
3446,US,45,0,0
3457,US,20,0,1
3458,Mainland China,18,0,18
3459,US,18,1,0
3460,US,18,0,0
3471,US,11,0,0
3486,US,5,0,2
3493,US,4,0,0
3500,US,3,0,0
3501,US,3,0,1
3508,US,2,0,0
3509,US,2,0,0
3510,US,2,0,0
3511,US,2,0,0
3512,US,2,0,0
3513,US,2,1,0
3514,US,2,0,0
3515,US,2,0,0
3516,US,2,0,0
3517,US,2,0,0
3518,US,2,0,0
3519,US,2,0,0
3536,Mainland China,1,0,1
3545,US,1,0,0
3546,US,1,0,0
3547,US,1,0,1
3548,US,1,0,0
3549,US,1,0,0
3550,US,1,0,0
3551,US,1,0,0
3552,US,1,0,0
3553,US,1,0,1
3554,US,1,0,0
3555,US,1,0,0
3556,US,1,0,0
3557,US,1,0,0
3558,US,1,0,0
3559,US,1,0,0
3560,US,1,0,1
3561,US,1,0,0
3562,US,1,0,0
3563,US,1,0,0
3566,US,0,0,0
3567,US,0,0,0
3568,US,0,0,0
3569,Mainland China,67592,2931,42033
3570,South Korea,6593,42,135
3573,Mainland China,1352,7,1216
3574,Mainland China,1272,22,1244
3575,Mainland China,1215,1,1147
3576,Mainland China,1018,4,955
3577,Mainland China,990,6,979
3578,Mainland China,935,1,909
3579,Mainland China,758,6,618
3583,Mainland China,631,0,594
3584,Mainland China,576,6,513
3585,Mainland China,539,3,442
3586,Mainland China,481,13,396
3587,Mainland China,422,8,299
3590,Mainland China,342,3,306
3591,Mainland China,318,6,305
3592,Mainland China,296,1,284
3593,Mainland China,252,2,217
3594,Mainland China,245,1,226
3596,Mainland China,174,2,170
3597,Mainland China,168,6,158
3599,Mainland China,146,2,114
3600,Mainland China,136,3,128
3601,Mainland China,133,0,126
3604,Mainland China,125,1,106
3605,Mainland China,119,2,87
3612,Mainland China,76,3,71
3613,Mainland China,75,1,65
3614,Mainland China,75,0,71
3617,US,58,12,1
3622,US,45,0,0
3634,US,20,0,1
3635,US,19,1,0
3636,US,19,0,0
3639,Mainland China,18,0,18
3643,US,16,0,0
3652,US,13,0,0
3668,US,5,0,2
3669,US,5,1,0
3670,US,5,0,0
3679,US,3,0,0
3680,US,3,0,0
3681,US,3,0,0
3682,US,3,0,0
3683,US,3,0,1
3684,US,3,0,1
3692,US,2,0,0
3693,US,2,0,0
3694,US,2,0,0
3695,US,2,0,0
3696,US,2,0,0
3697,US,2,0,0
3698,US,2,0,0
3699,US,2,0,0
3700,US,2,0,0
3701,US,2,0,0
3702,US,2,0,0
3703,US,2,0,0
3704,US,2,0,0
3705,US,2,0,0
3723,Mainland China,1,0,1
3734,US,1,0,0
3735,US,1,0,0
3736,US,1,0,0
3737,US,1,0,0
3738,US,1,0,0
3739,US,1,0,0
3740,US,1,0,0
3741,US,1,0,0
3742,US,1,0,0
3743,US,1,0,0
3744,US,1,0,1
3745,US,1,0,0
3746,US,1,0,0
3747,US,1,0,0
3748,US,1,0,0
3749,US,1,0,0
3750,US,1,0,0
3751,US,1,0,0
3752,US,1,0,0
3753,US,1,0,0
3754,US,1,0,1
3755,US,1,0,0
3756,US,1,0,0
3757,US,1,0,0
3758,US,1,0,0
3759,US,1,0,0
3760,US,1,0,0
3765,US,0,0,0
3766,US,0,0,0
3767,US,0,0,0
3768,Mainland China,67666,2959,43500
3769,South Korea,7041,44,135
3772,Mainland China,1352,7,1237
3773,Mainland China,1272,22,1244
3774,Mainland China,1215,1,1154
3775,Mainland China,1018,4,960
3776,Mainland China,990,6,979
3778,Mainland China,935,1,916
3780,Mainland China,758,6,627
3782,Mainland China,631,0,606
3783,Mainland China,576,6,526
3784,Mainland China,539,3,454
3786,Mainland China,481,13,403
3788,Mainland China,426,8,303
3789,Mainland China,342,3,313
3790,Mainland China,318,6,307
3791,Mainland China,296,1,295
3793,Mainland China,252,2,218
3794,Mainland China,245,1,226
3797,Mainland China,174,2,170
3799,Mainland China,168,6,158
3802,Mainland China,146,2,115
3804,Mainland China,136,3,128
3805,Mainland China,133,0,126
3806,Mainland China,125,1,107
3807,Mainland China,120,2,87
3809,Mainland China,93,1,90
3813,Mainland China,76,3,72
3814,Mainland China,75,1,67
3815,Mainland China,75,0,71
3816,US,71,15,1
3818,US,57,0,0
3824,US,45,0,0
3827,US,32,0,1
3830,US,27,1,0
3837,US,21,0,0
3841,Mainland China,18,0,18
3847,US,14,0,0
3854,US,11,0,0
3859,US,9,0,0
3868,US,6,0,2
3873,US,5,0,0
3874,US,5,1,0
3875,US,5,0,0
3881,US,4,0,0
